,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,code_mod_pres,unique_identifier
5789,624069,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB2014B,624069BBB2014B
5790,624196,F,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,BBB2014B,624196BBB2014B
5791,624202,F,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,BBB2014B,624202BBB2014B
5792,624298,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,BBB2014B,624298BBB2014B
5793,624306,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,BBB2014B,624306BBB2014B
5794,624341,F,Scotland,HE Qualification,60-70%,0-35,0,120,N,Withdrawn,BBB2014B,624341BBB2014B
5795,624350,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,BBB2014B,624350BBB2014B
5796,624406,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,BBB2014B,624406BBB2014B
5797,624411,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,BBB2014B,624411BBB2014B
5798,624415,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,BBB2014B,624415BBB2014B
5799,624427,F,London Region,Lower Than A Level,10-20,35-55,0,120,Y,Withdrawn,BBB2014B,624427BBB2014B
5800,624514,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,BBB2014B,624514BBB2014B
5801,624518,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,BBB2014B,624518BBB2014B
5802,624544,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,Y,Withdrawn,BBB2014B,624544BBB2014B
5803,624549,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,BBB2014B,624549BBB2014B
5804,624567,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB2014B,624567BBB2014B
5805,624572,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,180,N,Withdrawn,BBB2014B,624572BBB2014B
5806,624592,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,90,N,Pass,BBB2014B,624592BBB2014B
5807,624598,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Fail,BBB2014B,624598BBB2014B
5808,624604,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,BBB2014B,624604BBB2014B
5809,624653,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,BBB2014B,624653BBB2014B
5810,624661,F,Ireland,Lower Than A Level,10-20,0-35,0,60,Y,Pass,BBB2014B,624661BBB2014B
5811,624663,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,BBB2014B,624663BBB2014B
5812,624673,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,BBB2014B,624673BBB2014B
5813,624674,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,BBB2014B,624674BBB2014B
5814,624677,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB2014B,624677BBB2014B
5815,624704,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,BBB2014B,624704BBB2014B
5816,624722,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,BBB2014B,624722BBB2014B
5817,624734,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,BBB2014B,624734BBB2014B
5818,624738,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB2014B,624738BBB2014B
5819,624743,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,BBB2014B,624743BBB2014B
5820,624799,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Fail,BBB2014B,624799BBB2014B
5821,624847,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,BBB2014B,624847BBB2014B
5822,624879,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,BBB2014B,624879BBB2014B
5823,624950,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,BBB2014B,624950BBB2014B
5824,624972,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,BBB2014B,624972BBB2014B
5825,624997,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,BBB2014B,624997BBB2014B
5826,625021,F,South Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,BBB2014B,625021BBB2014B
5827,625024,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB2014B,625024BBB2014B
5828,625027,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB2014B,625027BBB2014B
5829,625071,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB2014B,625071BBB2014B
5830,625087,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail,BBB2014B,625087BBB2014B
5831,625094,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB2014B,625094BBB2014B
5832,625124,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB2014B,625124BBB2014B
5833,625167,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB2014B,625167BBB2014B
5834,625173,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,BBB2014B,625173BBB2014B
5835,625180,F,South Region,HE Qualification,50-60%,0-35,0,60,N,Fail,BBB2014B,625180BBB2014B
5836,625185,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB2014B,625185BBB2014B
5837,625202,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,BBB2014B,625202BBB2014B
5838,625214,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,BBB2014B,625214BBB2014B
5839,625249,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB2014B,625249BBB2014B
5840,625251,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB2014B,625251BBB2014B
5841,625295,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,BBB2014B,625295BBB2014B
5842,625301,F,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Fail,BBB2014B,625301BBB2014B
5843,625307,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,BBB2014B,625307BBB2014B
5844,625383,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,BBB2014B,625383BBB2014B
5845,625390,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB2014B,625390BBB2014B
5846,625444,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB2014B,625444BBB2014B
5847,625465,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,BBB2014B,625465BBB2014B
5848,625477,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,BBB2014B,625477BBB2014B
5849,625478,F,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,BBB2014B,625478BBB2014B
5850,625493,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn,BBB2014B,625493BBB2014B
5851,625511,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,BBB2014B,625511BBB2014B
5852,625514,M,East Anglian Region,HE Qualification,50-60%,0-35,0,120,N,Pass,BBB2014B,625514BBB2014B
5853,625578,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,BBB2014B,625578BBB2014B
5854,625581,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,BBB2014B,625581BBB2014B
5855,625619,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,BBB2014B,625619BBB2014B
5856,625713,F,South East Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,BBB2014B,625713BBB2014B
5857,625724,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,BBB2014B,625724BBB2014B
5858,625751,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,BBB2014B,625751BBB2014B
5859,625768,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,BBB2014B,625768BBB2014B
5860,625816,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,BBB2014B,625816BBB2014B
5861,625833,F,East Anglian Region,No Formal quals,40-50%,0-35,0,60,N,Distinction,BBB2014B,625833BBB2014B
5862,625834,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,BBB2014B,625834BBB2014B
5863,625853,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,BBB2014B,625853BBB2014B
5864,625857,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,BBB2014B,625857BBB2014B
5865,625879,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,BBB2014B,625879BBB2014B
5866,625919,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,BBB2014B,625919BBB2014B
5867,626046,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Distinction,BBB2014B,626046BBB2014B
5868,626123,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,Y,Distinction,BBB2014B,626123BBB2014B
5869,626126,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB2014B,626126BBB2014B
5870,626138,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,BBB2014B,626138BBB2014B
5871,626164,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB2014B,626164BBB2014B
5872,626245,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB2014B,626245BBB2014B
5873,626254,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,BBB2014B,626254BBB2014B
5874,626297,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Fail,BBB2014B,626297BBB2014B
5875,626330,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,BBB2014B,626330BBB2014B
5876,626352,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB2014B,626352BBB2014B
5877,626365,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB2014B,626365BBB2014B
5878,626386,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn,BBB2014B,626386BBB2014B
5879,626428,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Fail,BBB2014B,626428BBB2014B
5880,626442,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,BBB2014B,626442BBB2014B
5881,626460,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,BBB2014B,626460BBB2014B
5882,626485,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,BBB2014B,626485BBB2014B
5883,626491,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,BBB2014B,626491BBB2014B
5884,626549,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,BBB2014B,626549BBB2014B
5885,626555,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB2014B,626555BBB2014B
5886,626597,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,BBB2014B,626597BBB2014B
5887,626604,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB2014B,626604BBB2014B
5888,626642,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB2014B,626642BBB2014B
5889,626746,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,BBB2014B,626746BBB2014B
5890,626750,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB2014B,626750BBB2014B
5891,626773,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,BBB2014B,626773BBB2014B
5892,626806,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,BBB2014B,626806BBB2014B
5893,626840,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,BBB2014B,626840BBB2014B
5894,626841,F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,BBB2014B,626841BBB2014B
5895,626843,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB2014B,626843BBB2014B
5896,626872,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,BBB2014B,626872BBB2014B
5897,626876,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,BBB2014B,626876BBB2014B
5898,626897,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,BBB2014B,626897BBB2014B
5899,626917,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,BBB2014B,626917BBB2014B
5900,626928,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,BBB2014B,626928BBB2014B
5901,626951,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,BBB2014B,626951BBB2014B
5902,626966,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,BBB2014B,626966BBB2014B
5903,627000,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB2014B,627000BBB2014B
5904,627027,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,BBB2014B,627027BBB2014B
5905,627094,F,North Western Region,No Formal quals,0-10%,35-55,0,60,N,Fail,BBB2014B,627094BBB2014B
5906,627115,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Distinction,BBB2014B,627115BBB2014B
5907,627118,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,BBB2014B,627118BBB2014B
5908,627179,M,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,BBB2014B,627179BBB2014B
5909,627185,F,Wales,Lower Than A Level,90-100%,35-55,0,60,N,Pass,BBB2014B,627185BBB2014B
5910,627190,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,BBB2014B,627190BBB2014B
5911,627228,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,BBB2014B,627228BBB2014B
5912,627244,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB2014B,627244BBB2014B
5913,627245,F,South East Region,HE Qualification,40-50%,0-35,0,90,N,Withdrawn,BBB2014B,627245BBB2014B
5914,627252,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,BBB2014B,627252BBB2014B
5915,627256,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,BBB2014B,627256BBB2014B
5916,627270,F,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,BBB2014B,627270BBB2014B
5917,627277,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,160,N,Withdrawn,BBB2014B,627277BBB2014B
5918,627285,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB2014B,627285BBB2014B
5919,627316,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,Y,Withdrawn,BBB2014B,627316BBB2014B
5920,627321,F,London Region,HE Qualification,20-30%,35-55,0,60,N,Fail,BBB2014B,627321BBB2014B
5921,627380,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB2014B,627380BBB2014B
5922,627388,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,BBB2014B,627388BBB2014B
5923,627403,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Fail,BBB2014B,627403BBB2014B
5924,627427,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,BBB2014B,627427BBB2014B
5925,627509,F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,BBB2014B,627509BBB2014B
5926,627528,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,BBB2014B,627528BBB2014B
5927,627549,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,BBB2014B,627549BBB2014B
5928,627550,F,London Region,No Formal quals,0-10%,0-35,0,60,N,Pass,BBB2014B,627550BBB2014B
5929,627613,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,BBB2014B,627613BBB2014B
5930,627647,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,BBB2014B,627647BBB2014B
5931,627659,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB2014B,627659BBB2014B
5932,627670,F,London Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,BBB2014B,627670BBB2014B
5933,627680,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,Withdrawn,BBB2014B,627680BBB2014B
5934,627685,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB2014B,627685BBB2014B
5935,627748,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,BBB2014B,627748BBB2014B
5936,627777,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,BBB2014B,627777BBB2014B
5937,627948,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,BBB2014B,627948BBB2014B
5938,628006,F,North Region,A Level or Equivalent,,0-35,0,60,N,Pass,BBB2014B,628006BBB2014B
5939,628119,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,BBB2014B,628119BBB2014B
5940,628142,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,BBB2014B,628142BBB2014B
5941,628176,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,BBB2014B,628176BBB2014B
5942,628178,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Distinction,BBB2014B,628178BBB2014B
5943,628180,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,BBB2014B,628180BBB2014B
5944,628181,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,BBB2014B,628181BBB2014B
5945,628183,F,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,BBB2014B,628183BBB2014B
5946,628190,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB2014B,628190BBB2014B
5947,628287,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,BBB2014B,628287BBB2014B
5948,628301,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,BBB2014B,628301BBB2014B
5949,628327,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,BBB2014B,628327BBB2014B
5950,628328,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB2014B,628328BBB2014B
5951,628329,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB2014B,628329BBB2014B
5952,628341,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,BBB2014B,628341BBB2014B
5953,628360,F,Ireland,Lower Than A Level,,0-35,0,60,N,Withdrawn,BBB2014B,628360BBB2014B
5954,628379,F,South Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,BBB2014B,628379BBB2014B
5955,628389,F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Distinction,BBB2014B,628389BBB2014B
5956,628392,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,BBB2014B,628392BBB2014B
5957,628402,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,BBB2014B,628402BBB2014B
5958,628411,F,West Midlands Region,HE Qualification,10-20,0-35,0,120,N,Fail,BBB2014B,628411BBB2014B
5959,628423,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,BBB2014B,628423BBB2014B
5960,628442,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,BBB2014B,628442BBB2014B
5961,628511,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB2014B,628511BBB2014B
5962,628516,M,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Distinction,BBB2014B,628516BBB2014B
5963,628525,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB2014B,628525BBB2014B
5964,628580,F,North Western Region,HE Qualification,0-10%,0-35,0,120,Y,Distinction,BBB2014B,628580BBB2014B
5965,628586,F,London Region,No Formal quals,50-60%,35-55,0,120,N,Fail,BBB2014B,628586BBB2014B
5966,628616,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,BBB2014B,628616BBB2014B
5967,628635,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,BBB2014B,628635BBB2014B
5968,628655,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,BBB2014B,628655BBB2014B
5969,628751,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB2014B,628751BBB2014B
5970,628762,F,South Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,BBB2014B,628762BBB2014B
5971,628765,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,BBB2014B,628765BBB2014B
5972,628827,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,BBB2014B,628827BBB2014B
5973,628843,F,West Midlands Region,No Formal quals,10-20,0-35,0,60,N,Withdrawn,BBB2014B,628843BBB2014B
5974,628903,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,BBB2014B,628903BBB2014B
5975,628941,M,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB2014B,628941BBB2014B
5976,628954,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,BBB2014B,628954BBB2014B
5977,628970,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,BBB2014B,628970BBB2014B
5978,628982,F,Wales,HE Qualification,0-10%,0-35,0,60,N,Fail,BBB2014B,628982BBB2014B
5979,629026,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,BBB2014B,629026BBB2014B
5980,629029,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,150,N,Withdrawn,BBB2014B,629029BBB2014B
5981,629037,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,BBB2014B,629037BBB2014B
5982,629040,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,BBB2014B,629040BBB2014B
5983,629044,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB2014B,629044BBB2014B
5984,629060,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB2014B,629060BBB2014B
5985,629088,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,BBB2014B,629088BBB2014B
5986,629094,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,BBB2014B,629094BBB2014B
5987,629103,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,BBB2014B,629103BBB2014B
5988,629159,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB2014B,629159BBB2014B
5989,629240,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,BBB2014B,629240BBB2014B
5990,629274,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB2014B,629274BBB2014B
5991,629340,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,BBB2014B,629340BBB2014B
5992,629424,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,BBB2014B,629424BBB2014B
5993,629461,F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Fail,BBB2014B,629461BBB2014B
5994,629462,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,BBB2014B,629462BBB2014B
5995,629484,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,BBB2014B,629484BBB2014B
5996,629490,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB2014B,629490BBB2014B
5997,629504,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB2014B,629504BBB2014B
5998,629505,M,Wales,HE Qualification,30-40%,35-55,0,60,N,Withdrawn,BBB2014B,629505BBB2014B
5999,629507,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB2014B,629507BBB2014B
6000,629538,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Withdrawn,BBB2014B,629538BBB2014B
6001,629554,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,BBB2014B,629554BBB2014B
6002,629574,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,BBB2014B,629574BBB2014B
6003,629619,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB2014B,629619BBB2014B
6004,629671,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,BBB2014B,629671BBB2014B
6005,629736,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,BBB2014B,629736BBB2014B
6006,629835,M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB2014B,629835BBB2014B
6007,629870,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,BBB2014B,629870BBB2014B
6008,629886,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,BBB2014B,629886BBB2014B
6009,629891,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,BBB2014B,629891BBB2014B
6010,629923,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB2014B,629923BBB2014B
6011,629971,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,BBB2014B,629971BBB2014B
6012,629976,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,BBB2014B,629976BBB2014B
6013,629983,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,BBB2014B,629983BBB2014B
6014,629991,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,BBB2014B,629991BBB2014B
6015,630028,F,London Region,A Level or Equivalent,10-20,35-55,0,120,N,Pass,BBB2014B,630028BBB2014B
6016,630029,M,London Region,HE Qualification,20-30%,0-35,0,120,N,Pass,BBB2014B,630029BBB2014B
6017,630030,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,BBB2014B,630030BBB2014B
6018,630037,F,South East Region,Lower Than A Level,50-60%,35-55,0,120,N,Withdrawn,BBB2014B,630037BBB2014B
6019,630052,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,BBB2014B,630052BBB2014B
6020,630053,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,BBB2014B,630053BBB2014B
6021,630090,F,Wales,Lower Than A Level,60-70%,0-35,0,60,Y,Fail,BBB2014B,630090BBB2014B
6022,630134,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,BBB2014B,630134BBB2014B
6023,630147,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Fail,BBB2014B,630147BBB2014B
