,id_student,date_registration,date_unregistration,code_mod_pres,unique_identifier
6479,264732,-39.0,19.0,BBB2014J,264732BBB2014J
6480,265466,17.0,,BBB2014J,265466BBB2014J
6481,267774,-75.0,136.0,BBB2014J,267774BBB2014J
6482,269510,-32.0,,BBB2014J,269510BBB2014J
6483,270191,-85.0,-15.0,BBB2014J,270191BBB2014J
6484,271047,-25.0,,BBB2014J,271047BBB2014J
6485,272000,-106.0,,BBB2014J,272000BBB2014J
6486,272617,-161.0,153.0,BBB2014J,272617BBB2014J
6487,275006,-149.0,,BBB2014J,275006BBB2014J
6488,275180,-99.0,,BBB2014J,275180BBB2014J
6489,275296,-36.0,,BBB2014J,275296BBB2014J
6490,276925,-154.0,,BBB2014J,276925BBB2014J
6491,277967,-16.0,,BBB2014J,277967BBB2014J
6492,279238,-35.0,12.0,BBB2014J,279238BBB2014J
6493,280054,-32.0,,BBB2014J,280054BBB2014J
6494,280152,-53.0,,BBB2014J,280152BBB2014J
6495,284246,17.0,,BBB2014J,284246BBB2014J
6496,284762,-82.0,,BBB2014J,284762BBB2014J
6497,285470,-149.0,,BBB2014J,285470BBB2014J
6498,285992,-144.0,-12.0,BBB2014J,285992BBB2014J
6499,286338,-60.0,,BBB2014J,286338BBB2014J
6500,286947,-36.0,,BBB2014J,286947BBB2014J
6501,288086,-88.0,,BBB2014J,288086BBB2014J
6502,288655,-18.0,12.0,BBB2014J,288655BBB2014J
6503,290184,-18.0,,BBB2014J,290184BBB2014J
6504,292813,-94.0,5.0,BBB2014J,292813BBB2014J
6505,293387,-23.0,,BBB2014J,293387BBB2014J
6506,293989,-32.0,90.0,BBB2014J,293989BBB2014J
6507,294134,-65.0,,BBB2014J,294134BBB2014J
6508,297179,-117.0,,BBB2014J,297179BBB2014J
6509,297685,-142.0,,BBB2014J,297685BBB2014J
6510,297806,-56.0,,BBB2014J,297806BBB2014J
6511,298187,-29.0,,BBB2014J,298187BBB2014J
6512,298303,5.0,,BBB2014J,298303BBB2014J
6513,298961,-88.0,,BBB2014J,298961BBB2014J
6514,300819,-35.0,,BBB2014J,300819BBB2014J
6515,303165,-59.0,,BBB2014J,303165BBB2014J
6516,303617,-31.0,,BBB2014J,303617BBB2014J
6517,305909,-162.0,,BBB2014J,305909BBB2014J
6518,306478,-68.0,,BBB2014J,306478BBB2014J
6519,306880,-75.0,12.0,BBB2014J,306880BBB2014J
6520,308775,-32.0,,BBB2014J,308775BBB2014J
6521,308850,-4.0,,BBB2014J,308850BBB2014J
6522,314252,-29.0,,BBB2014J,314252BBB2014J
6523,314675,-155.0,,BBB2014J,314675BBB2014J
6524,314801,-30.0,,BBB2014J,314801BBB2014J
6525,316421,-150.0,12.0,BBB2014J,316421BBB2014J
6526,321450,-14.0,,BBB2014J,321450BBB2014J
6527,322184,-100.0,156.0,BBB2014J,322184BBB2014J
6528,322574,-122.0,,BBB2014J,322574BBB2014J
6529,327224,5.0,,BBB2014J,327224BBB2014J
6530,327940,-39.0,,BBB2014J,327940BBB2014J
6531,330917,-29.0,,BBB2014J,330917BBB2014J
6532,330981,-39.0,12.0,BBB2014J,330981BBB2014J
6533,335035,-56.0,,BBB2014J,335035BBB2014J
6534,335765,-148.0,12.0,BBB2014J,335765BBB2014J
6535,338554,-50.0,,BBB2014J,338554BBB2014J
6536,340216,-155.0,,BBB2014J,340216BBB2014J
6537,340592,-22.0,,BBB2014J,340592BBB2014J
6538,340899,-23.0,229.0,BBB2014J,340899BBB2014J
6539,341611,-85.0,,BBB2014J,341611BBB2014J
6540,342192,-86.0,,BBB2014J,342192BBB2014J
6541,343138,-39.0,,BBB2014J,343138BBB2014J
6542,345128,-35.0,,BBB2014J,345128BBB2014J
6543,349924,-45.0,12.0,BBB2014J,349924BBB2014J
6544,350312,-74.0,,BBB2014J,350312BBB2014J
6545,350797,-14.0,,BBB2014J,350797BBB2014J
6546,351050,-109.0,,BBB2014J,351050BBB2014J
6547,353617,-23.0,,BBB2014J,353617BBB2014J
6548,357901,-115.0,,BBB2014J,357901BBB2014J
6549,358001,-25.0,,BBB2014J,358001BBB2014J
6550,358204,-14.0,,BBB2014J,358204BBB2014J
6551,361411,-79.0,,BBB2014J,361411BBB2014J
6552,363213,-36.0,,BBB2014J,363213BBB2014J
6553,364527,-14.0,,BBB2014J,364527BBB2014J
6554,365097,-103.0,,BBB2014J,365097BBB2014J
6555,365111,-32.0,,BBB2014J,365111BBB2014J
6556,366479,-162.0,,BBB2014J,366479BBB2014J
6557,366791,-70.0,-29.0,BBB2014J,366791BBB2014J
6558,368521,-101.0,,BBB2014J,368521BBB2014J
6559,369234,-35.0,,BBB2014J,369234BBB2014J
6560,372602,-151.0,,BBB2014J,372602BBB2014J
6561,373174,-20.0,,BBB2014J,373174BBB2014J
6562,373846,-52.0,108.0,BBB2014J,373846BBB2014J
6563,376117,-128.0,2.0,BBB2014J,376117BBB2014J
6564,379212,-37.0,116.0,BBB2014J,379212BBB2014J
6565,379720,-23.0,,BBB2014J,379720BBB2014J
6566,380515,-86.0,12.0,BBB2014J,380515BBB2014J
6567,381882,-24.0,,BBB2014J,381882BBB2014J
6568,384266,-36.0,12.0,BBB2014J,384266BBB2014J
6569,385341,-79.0,,BBB2014J,385341BBB2014J
6570,385405,5.0,,BBB2014J,385405BBB2014J
6571,387276,-103.0,-96.0,BBB2014J,387276BBB2014J
6572,387406,-31.0,,BBB2014J,387406BBB2014J
6573,387773,-102.0,,BBB2014J,387773BBB2014J
6574,388738,-31.0,228.0,BBB2014J,388738BBB2014J
6575,391937,-17.0,,BBB2014J,391937BBB2014J
6576,393529,-14.0,-1.0,BBB2014J,393529BBB2014J
6577,394314,-49.0,236.0,BBB2014J,394314BBB2014J
6578,395169,-24.0,32.0,BBB2014J,395169BBB2014J
6579,395320,-115.0,,BBB2014J,395320BBB2014J
6580,395822,-43.0,,BBB2014J,395822BBB2014J
6581,396016,-45.0,,BBB2014J,396016BBB2014J
6582,396673,-87.0,200.0,BBB2014J,396673BBB2014J
6583,397414,-59.0,,BBB2014J,397414BBB2014J
6584,398071,-101.0,-16.0,BBB2014J,398071BBB2014J
6585,398442,-65.0,,BBB2014J,398442BBB2014J
6586,399737,-85.0,,BBB2014J,399737BBB2014J
6587,400549,-36.0,,BBB2014J,400549BBB2014J
6588,401317,-44.0,,BBB2014J,401317BBB2014J
6589,402180,-100.0,,BBB2014J,402180BBB2014J
6590,403213,-73.0,,BBB2014J,403213BBB2014J
6591,404121,-32.0,,BBB2014J,404121BBB2014J
6592,404415,-91.0,,BBB2014J,404415BBB2014J
6593,406000,-60.0,,BBB2014J,406000BBB2014J
6594,409708,-60.0,,BBB2014J,409708BBB2014J
6595,411105,-17.0,12.0,BBB2014J,411105BBB2014J
6596,411150,-30.0,158.0,BBB2014J,411150BBB2014J
6597,412081,-4.0,,BBB2014J,412081BBB2014J
6598,412343,-115.0,,BBB2014J,412343BBB2014J
6599,414663,-113.0,-11.0,BBB2014J,414663BBB2014J
6600,417971,-67.0,101.0,BBB2014J,417971BBB2014J
6601,417978,-24.0,,BBB2014J,417978BBB2014J
6602,417986,-77.0,,BBB2014J,417986BBB2014J
6603,418077,-59.0,,BBB2014J,418077BBB2014J
6604,418206,-161.0,-4.0,BBB2014J,418206BBB2014J
6605,418502,-143.0,5.0,BBB2014J,418502BBB2014J
6606,419924,-36.0,179.0,BBB2014J,419924BBB2014J
6607,420631,-66.0,,BBB2014J,420631BBB2014J
6608,423398,-39.0,,BBB2014J,423398BBB2014J
6609,423613,-22.0,12.0,BBB2014J,423613BBB2014J
6610,424220,-52.0,,BBB2014J,424220BBB2014J
6611,424586,-161.0,-32.0,BBB2014J,424586BBB2014J
6612,425314,-58.0,37.0,BBB2014J,425314BBB2014J
6613,425772,-37.0,,BBB2014J,425772BBB2014J
6614,426340,-87.0,-16.0,BBB2014J,426340BBB2014J
6615,426624,-38.0,,BBB2014J,426624BBB2014J
6616,430530,-88.0,123.0,BBB2014J,430530BBB2014J
6617,433064,-31.0,,BBB2014J,433064BBB2014J
6618,433939,-27.0,,BBB2014J,433939BBB2014J
6619,435287,-25.0,,BBB2014J,435287BBB2014J
6620,437550,-142.0,,BBB2014J,437550BBB2014J
6621,439677,-74.0,,BBB2014J,439677BBB2014J
6622,439806,-51.0,,BBB2014J,439806BBB2014J
6623,440912,-51.0,-8.0,BBB2014J,440912BBB2014J
6624,442685,-35.0,12.0,BBB2014J,442685BBB2014J
6625,442745,-136.0,18.0,BBB2014J,442745BBB2014J
6626,444361,-43.0,,BBB2014J,444361BBB2014J
6627,444545,-45.0,,BBB2014J,444545BBB2014J
6628,444768,-151.0,,BBB2014J,444768BBB2014J
6629,445136,-50.0,,BBB2014J,445136BBB2014J
6630,445647,-136.0,12.0,BBB2014J,445647BBB2014J
6631,445774,-77.0,,BBB2014J,445774BBB2014J
6632,446619,-108.0,108.0,BBB2014J,446619BBB2014J
6633,447124,-100.0,,BBB2014J,447124BBB2014J
6634,447324,-59.0,,BBB2014J,447324BBB2014J
6635,467396,-141.0,,BBB2014J,467396BBB2014J
6636,469579,-113.0,,BBB2014J,469579BBB2014J
6637,469803,-32.0,-15.0,BBB2014J,469803BBB2014J
6638,470464,-108.0,,BBB2014J,470464BBB2014J
6639,473095,-17.0,,BBB2014J,473095BBB2014J
6640,473271,-42.0,,BBB2014J,473271BBB2014J
6641,473444,-17.0,-11.0,BBB2014J,473444BBB2014J
6642,474387,-161.0,,BBB2014J,474387BBB2014J
6643,474408,-60.0,,BBB2014J,474408BBB2014J
6644,475363,-144.0,,BBB2014J,475363BBB2014J
6645,476253,-121.0,-8.0,BBB2014J,476253BBB2014J
6646,476769,-103.0,,BBB2014J,476769BBB2014J
6647,478412,-78.0,,BBB2014J,478412BBB2014J
6648,480988,-86.0,12.0,BBB2014J,480988BBB2014J
6649,481593,-39.0,,BBB2014J,481593BBB2014J
6650,481790,-17.0,,BBB2014J,481790BBB2014J
6651,483315,-116.0,,BBB2014J,483315BBB2014J
6652,483508,5.0,,BBB2014J,483508BBB2014J
6653,483674,-74.0,,BBB2014J,483674BBB2014J
6654,484158,-94.0,-1.0,BBB2014J,484158BBB2014J
6655,484252,-88.0,,BBB2014J,484252BBB2014J
6656,484443,-29.0,,BBB2014J,484443BBB2014J
6657,484490,-116.0,,BBB2014J,484490BBB2014J
6658,484550,-29.0,,BBB2014J,484550BBB2014J
6659,485439,-30.0,70.0,BBB2014J,485439BBB2014J
6660,485853,-43.0,57.0,BBB2014J,485853BBB2014J
6661,486516,-30.0,,BBB2014J,486516BBB2014J
6662,488242,-23.0,4.0,BBB2014J,488242BBB2014J
6663,488854,-143.0,12.0,BBB2014J,488854BBB2014J
6664,490299,-28.0,12.0,BBB2014J,490299BBB2014J
6665,490648,-122.0,,BBB2014J,490648BBB2014J
6666,491001,-142.0,-38.0,BBB2014J,491001BBB2014J
6667,491387,-81.0,,BBB2014J,491387BBB2014J
6668,492579,-53.0,5.0,BBB2014J,492579BBB2014J
6669,492592,-50.0,,BBB2014J,492592BBB2014J
6670,492676,-87.0,,BBB2014J,492676BBB2014J
6671,492979,-43.0,,BBB2014J,492979BBB2014J
6672,493443,-86.0,,BBB2014J,493443BBB2014J
6673,493460,-122.0,,BBB2014J,493460BBB2014J
6674,493609,-57.0,118.0,BBB2014J,493609BBB2014J
6675,493763,-86.0,111.0,BBB2014J,493763BBB2014J
6676,494212,-25.0,137.0,BBB2014J,494212BBB2014J
6677,495239,-36.0,,BBB2014J,495239BBB2014J
6678,495489,-21.0,,BBB2014J,495489BBB2014J
6679,495522,-122.0,147.0,BBB2014J,495522BBB2014J
6680,495786,-114.0,,BBB2014J,495786BBB2014J
6681,496373,-80.0,-9.0,BBB2014J,496373BBB2014J
6682,496381,-63.0,,BBB2014J,496381BBB2014J
6683,497074,-51.0,,BBB2014J,497074BBB2014J
6684,497084,-37.0,,BBB2014J,497084BBB2014J
6685,498841,-25.0,,BBB2014J,498841BBB2014J
6686,499790,-30.0,,BBB2014J,499790BBB2014J
6687,499819,-52.0,,BBB2014J,499819BBB2014J
6688,500502,-70.0,,BBB2014J,500502BBB2014J
6689,501414,-114.0,-39.0,BBB2014J,501414BBB2014J
6690,502767,-72.0,,BBB2014J,502767BBB2014J
6691,503159,-149.0,12.0,BBB2014J,503159BBB2014J
6692,503663,-20.0,12.0,BBB2014J,503663BBB2014J
6693,504066,-41.0,-9.0,BBB2014J,504066BBB2014J
6694,504597,-31.0,,BBB2014J,504597BBB2014J
6695,505595,-45.0,163.0,BBB2014J,505595BBB2014J
6696,505692,-41.0,-29.0,BBB2014J,505692BBB2014J
6697,505871,-109.0,,BBB2014J,505871BBB2014J
6698,505878,-37.0,,BBB2014J,505878BBB2014J
6699,506020,-43.0,,BBB2014J,506020BBB2014J
6700,506219,-45.0,,BBB2014J,506219BBB2014J
6701,506679,-31.0,12.0,BBB2014J,506679BBB2014J
6702,507014,-160.0,,BBB2014J,507014BBB2014J
6703,507149,-100.0,,BBB2014J,507149BBB2014J
6704,507386,-22.0,,BBB2014J,507386BBB2014J
6705,507783,-32.0,,BBB2014J,507783BBB2014J
6706,508431,-35.0,12.0,BBB2014J,508431BBB2014J
6707,509466,-109.0,,BBB2014J,509466BBB2014J
6708,509578,-38.0,,BBB2014J,509578BBB2014J
6709,509935,-57.0,,BBB2014J,509935BBB2014J
6710,510068,-72.0,,BBB2014J,510068BBB2014J
6711,510471,-43.0,,BBB2014J,510471BBB2014J
6712,511001,-15.0,,BBB2014J,511001BBB2014J
6713,511295,-121.0,,BBB2014J,511295BBB2014J
6714,511424,-109.0,-46.0,BBB2014J,511424BBB2014J
6715,511807,-142.0,,BBB2014J,511807BBB2014J
6716,511962,-73.0,-19.0,BBB2014J,511962BBB2014J
6717,512411,-32.0,,BBB2014J,512411BBB2014J
6718,512493,-81.0,2.0,BBB2014J,512493BBB2014J
6719,512722,-22.0,,BBB2014J,512722BBB2014J
6720,513250,-45.0,,BBB2014J,513250BBB2014J
6721,513751,-39.0,,BBB2014J,513751BBB2014J
6722,514006,-78.0,-8.0,BBB2014J,514006BBB2014J
6723,514581,-162.0,-46.0,BBB2014J,514581BBB2014J
6724,515329,-42.0,,BBB2014J,515329BBB2014J
6725,515349,-14.0,,BBB2014J,515349BBB2014J
6726,516434,-121.0,,BBB2014J,516434BBB2014J
6727,516588,-50.0,,BBB2014J,516588BBB2014J
6728,517112,-57.0,-19.0,BBB2014J,517112BBB2014J
6729,518389,-44.0,,BBB2014J,518389BBB2014J
6730,519995,-12.0,0.0,BBB2014J,519995BBB2014J
6731,520024,-43.0,,BBB2014J,520024BBB2014J
6732,520076,-136.0,,BBB2014J,520076BBB2014J
6733,520972,-94.0,,BBB2014J,520972BBB2014J
6734,521081,-150.0,,BBB2014J,521081BBB2014J
6735,521164,-21.0,,BBB2014J,521164BBB2014J
6736,522189,-52.0,,BBB2014J,522189BBB2014J
6737,522381,-67.0,,BBB2014J,522381BBB2014J
6738,522478,-60.0,,BBB2014J,522478BBB2014J
6739,522784,-32.0,24.0,BBB2014J,522784BBB2014J
6740,523132,-81.0,,BBB2014J,523132BBB2014J
6741,523831,-128.0,156.0,BBB2014J,523831BBB2014J
6742,523905,-94.0,,BBB2014J,523905BBB2014J
6743,524043,-66.0,,BBB2014J,524043BBB2014J
6744,526789,-122.0,12.0,BBB2014J,526789BBB2014J
6745,526844,-67.0,-18.0,BBB2014J,526844BBB2014J
6746,527102,-160.0,,BBB2014J,527102BBB2014J
6747,527742,-48.0,,BBB2014J,527742BBB2014J
6748,528432,-57.0,,BBB2014J,528432BBB2014J
6749,528702,-23.0,,BBB2014J,528702BBB2014J
6750,530021,-73.0,153.0,BBB2014J,530021BBB2014J
6751,530772,-155.0,,BBB2014J,530772BBB2014J
6752,530941,-39.0,,BBB2014J,530941BBB2014J
6753,530960,-94.0,-79.0,BBB2014J,530960BBB2014J
6754,531450,-48.0,,BBB2014J,531450BBB2014J
6755,531753,-122.0,,BBB2014J,531753BBB2014J
6756,531865,-73.0,,BBB2014J,531865BBB2014J
6757,532779,-91.0,,BBB2014J,532779BBB2014J
6758,532794,-114.0,-87.0,BBB2014J,532794BBB2014J
6759,533209,-21.0,,BBB2014J,533209BBB2014J
6760,534428,-81.0,,BBB2014J,534428BBB2014J
6761,534588,-9.0,12.0,BBB2014J,534588BBB2014J
6762,534715,-43.0,,BBB2014J,534715BBB2014J
6763,534884,-52.0,157.0,BBB2014J,534884BBB2014J
6764,535963,-35.0,,BBB2014J,535963BBB2014J
6765,536767,-42.0,,BBB2014J,536767BBB2014J
6766,537194,-84.0,,BBB2014J,537194BBB2014J
6767,537221,-70.0,59.0,BBB2014J,537221BBB2014J
6768,537640,-131.0,,BBB2014J,537640BBB2014J
6769,539635,-29.0,,BBB2014J,539635BBB2014J
6770,539657,-160.0,12.0,BBB2014J,539657BBB2014J
6771,541123,-155.0,12.0,BBB2014J,541123BBB2014J
6772,541171,-122.0,,BBB2014J,541171BBB2014J
6773,541315,-53.0,,BBB2014J,541315BBB2014J
6774,541476,-78.0,,BBB2014J,541476BBB2014J
6775,541995,-79.0,12.0,BBB2014J,541995BBB2014J
6776,542164,-81.0,,BBB2014J,542164BBB2014J
6777,543439,-108.0,,BBB2014J,543439BBB2014J
6778,544177,-161.0,-75.0,BBB2014J,544177BBB2014J
6779,545964,-78.0,,BBB2014J,545964BBB2014J
6780,546114,-73.0,12.0,BBB2014J,546114BBB2014J
6781,546250,-67.0,,BBB2014J,546250BBB2014J
6782,547408,-71.0,,BBB2014J,547408BBB2014J
6783,547788,-99.0,,BBB2014J,547788BBB2014J
6784,549288,-77.0,24.0,BBB2014J,549288BBB2014J
6785,549775,-17.0,,BBB2014J,549775BBB2014J
6786,549839,-44.0,-31.0,BBB2014J,549839BBB2014J
6787,550081,-128.0,,BBB2014J,550081BBB2014J
6788,550245,-157.0,,BBB2014J,550245BBB2014J
6789,551000,-29.0,,BBB2014J,551000BBB2014J
6790,551237,-23.0,2.0,BBB2014J,551237BBB2014J
6791,551242,-102.0,,BBB2014J,551242BBB2014J
6792,551276,-122.0,,BBB2014J,551276BBB2014J
6793,551922,-162.0,,BBB2014J,551922BBB2014J
6794,552698,-15.0,,BBB2014J,552698BBB2014J
6795,553196,-50.0,-1.0,BBB2014J,553196BBB2014J
6796,554048,-65.0,,BBB2014J,554048BBB2014J
6797,554243,-31.0,,BBB2014J,554243BBB2014J
6798,554599,-30.0,,BBB2014J,554599BBB2014J
6799,555749,-31.0,,BBB2014J,555749BBB2014J
6800,556290,-160.0,45.0,BBB2014J,556290BBB2014J
6801,556644,-67.0,,BBB2014J,556644BBB2014J
6802,556863,-113.0,,BBB2014J,556863BBB2014J
6803,557085,-136.0,-26.0,BBB2014J,557085BBB2014J
6804,559344,-81.0,,BBB2014J,559344BBB2014J
6805,559685,-30.0,,BBB2014J,559685BBB2014J
6806,559973,-58.0,153.0,BBB2014J,559973BBB2014J
6807,560089,-128.0,,BBB2014J,560089BBB2014J
6808,560208,-35.0,,BBB2014J,560208BBB2014J
6809,560597,-162.0,,BBB2014J,560597BBB2014J
6810,560652,-81.0,,BBB2014J,560652BBB2014J
6811,561206,-24.0,,BBB2014J,561206BBB2014J
6812,561608,-31.0,,BBB2014J,561608BBB2014J
6813,561618,-70.0,,BBB2014J,561618BBB2014J
6814,561752,-153.0,,BBB2014J,561752BBB2014J
6815,561773,-67.0,-16.0,BBB2014J,561773BBB2014J
6816,561798,-115.0,-17.0,BBB2014J,561798BBB2014J
6817,561979,-31.0,,BBB2014J,561979BBB2014J
6818,562239,-162.0,,BBB2014J,562239BBB2014J
6819,562769,-92.0,-22.0,BBB2014J,562769BBB2014J
6820,563027,-60.0,,BBB2014J,563027BBB2014J
6821,563302,-30.0,,BBB2014J,563302BBB2014J
6822,563820,-31.0,,BBB2014J,563820BBB2014J
6823,564115,-127.0,,BBB2014J,564115BBB2014J
6824,564278,-63.0,,BBB2014J,564278BBB2014J
6825,565182,-37.0,,BBB2014J,565182BBB2014J
6826,565273,-161.0,,BBB2014J,565273BBB2014J
6827,565575,-39.0,,BBB2014J,565575BBB2014J
6828,565576,-155.0,,BBB2014J,565576BBB2014J
6829,565599,-131.0,,BBB2014J,565599BBB2014J
6830,568019,-25.0,,BBB2014J,568019BBB2014J
6831,568232,-142.0,,BBB2014J,568232BBB2014J
6832,568749,-163.0,,BBB2014J,568749BBB2014J
6833,568775,-37.0,142.0,BBB2014J,568775BBB2014J
6834,569157,-94.0,-68.0,BBB2014J,569157BBB2014J
6835,569256,-63.0,-10.0,BBB2014J,569256BBB2014J
6836,569589,-128.0,,BBB2014J,569589BBB2014J
6837,569981,-66.0,,BBB2014J,569981BBB2014J
6838,570275,-45.0,,BBB2014J,570275BBB2014J
6839,570484,-147.0,,BBB2014J,570484BBB2014J
6840,570692,-157.0,46.0,BBB2014J,570692BBB2014J
6841,571334,-113.0,,BBB2014J,571334BBB2014J
6842,571395,-87.0,,BBB2014J,571395BBB2014J
6843,571641,-74.0,,BBB2014J,571641BBB2014J
6844,571868,-79.0,5.0,BBB2014J,571868BBB2014J
6845,572032,-162.0,,BBB2014J,572032BBB2014J
6846,572101,-161.0,,BBB2014J,572101BBB2014J
6847,572106,-160.0,,BBB2014J,572106BBB2014J
6848,572119,-122.0,,BBB2014J,572119BBB2014J
6849,572306,-154.0,,BBB2014J,572306BBB2014J
6850,572371,-144.0,201.0,BBB2014J,572371BBB2014J
6851,572395,-41.0,,BBB2014J,572395BBB2014J
6852,572496,-144.0,,BBB2014J,572496BBB2014J
6853,572538,-130.0,,BBB2014J,572538BBB2014J
6854,573130,-120.0,,BBB2014J,573130BBB2014J
6855,573131,-11.0,,BBB2014J,573131BBB2014J
6856,573159,-51.0,,BBB2014J,573159BBB2014J
6857,573252,-25.0,40.0,BBB2014J,573252BBB2014J
6858,573297,-60.0,,BBB2014J,573297BBB2014J
6859,573534,-36.0,,BBB2014J,573534BBB2014J
6860,573554,-16.0,5.0,BBB2014J,573554BBB2014J
6861,573713,-149.0,,BBB2014J,573713BBB2014J
6862,573873,-120.0,,BBB2014J,573873BBB2014J
6863,573934,-113.0,,BBB2014J,573934BBB2014J
6864,574031,-154.0,,BBB2014J,574031BBB2014J
6865,574063,-162.0,,BBB2014J,574063BBB2014J
6866,574244,-109.0,,BBB2014J,574244BBB2014J
6867,574253,-162.0,,BBB2014J,574253BBB2014J
6868,574306,-30.0,-12.0,BBB2014J,574306BBB2014J
6869,574512,-129.0,,BBB2014J,574512BBB2014J
6870,574841,-45.0,,BBB2014J,574841BBB2014J
6871,574849,-23.0,,BBB2014J,574849BBB2014J
6872,574865,-136.0,,BBB2014J,574865BBB2014J
6873,575404,-70.0,,BBB2014J,575404BBB2014J
6874,575630,-87.0,,BBB2014J,575630BBB2014J
6875,575892,-100.0,20.0,BBB2014J,575892BBB2014J
6876,576203,-108.0,,BBB2014J,576203BBB2014J
6877,576262,-32.0,200.0,BBB2014J,576262BBB2014J
6878,576268,-162.0,,BBB2014J,576268BBB2014J
6879,576445,-64.0,24.0,BBB2014J,576445BBB2014J
6880,576689,-131.0,,BBB2014J,576689BBB2014J
6881,576913,-28.0,,BBB2014J,576913BBB2014J
6882,576923,-161.0,,BBB2014J,576923BBB2014J
6883,577354,-65.0,40.0,BBB2014J,577354BBB2014J
6884,577467,-51.0,,BBB2014J,577467BBB2014J
6885,577618,-131.0,,BBB2014J,577618BBB2014J
6886,577645,-114.0,,BBB2014J,577645BBB2014J
6887,577728,-72.0,,BBB2014J,577728BBB2014J
6888,577743,-80.0,,BBB2014J,577743BBB2014J
6889,577934,-162.0,-10.0,BBB2014J,577934BBB2014J
6890,577965,-72.0,,BBB2014J,577965BBB2014J
6891,578132,-51.0,,BBB2014J,578132BBB2014J
6892,578418,-84.0,193.0,BBB2014J,578418BBB2014J
6893,578439,-88.0,,BBB2014J,578439BBB2014J
6894,578445,-24.0,12.0,BBB2014J,578445BBB2014J
6895,578551,-142.0,,BBB2014J,578551BBB2014J
6896,578710,-48.0,,BBB2014J,578710BBB2014J
6897,578861,-161.0,,BBB2014J,578861BBB2014J
6898,579031,-100.0,-50.0,BBB2014J,579031BBB2014J
6899,579161,-94.0,,BBB2014J,579161BBB2014J
6900,579201,-95.0,-10.0,BBB2014J,579201BBB2014J
6901,579251,-30.0,,BBB2014J,579251BBB2014J
6902,579409,-53.0,,BBB2014J,579409BBB2014J
6903,579486,-81.0,,BBB2014J,579486BBB2014J
6904,581016,-161.0,,BBB2014J,581016BBB2014J
6905,581118,-44.0,,BBB2014J,581118BBB2014J
6906,581178,-81.0,,BBB2014J,581178BBB2014J
6907,581235,-144.0,,BBB2014J,581235BBB2014J
6908,581672,-79.0,-53.0,BBB2014J,581672BBB2014J
6909,581866,-60.0,,BBB2014J,581866BBB2014J
6910,581877,-107.0,,BBB2014J,581877BBB2014J
6911,582040,-73.0,,BBB2014J,582040BBB2014J
6912,582253,-43.0,,BBB2014J,582253BBB2014J
6913,582348,-45.0,,BBB2014J,582348BBB2014J
6914,582460,-70.0,,BBB2014J,582460BBB2014J
6915,582694,-99.0,123.0,BBB2014J,582694BBB2014J
6916,582709,-31.0,,BBB2014J,582709BBB2014J
6917,582816,-136.0,,BBB2014J,582816BBB2014J
6918,582898,-156.0,,BBB2014J,582898BBB2014J
6919,582933,-122.0,160.0,BBB2014J,582933BBB2014J
6920,582964,-122.0,,BBB2014J,582964BBB2014J
6921,583179,-32.0,5.0,BBB2014J,583179BBB2014J
6922,583775,-41.0,,BBB2014J,583775BBB2014J
6923,583843,-57.0,,BBB2014J,583843BBB2014J
6924,583954,-136.0,,BBB2014J,583954BBB2014J
6925,584274,-162.0,-155.0,BBB2014J,584274BBB2014J
6926,584283,-162.0,-75.0,BBB2014J,584283BBB2014J
6927,584509,-39.0,,BBB2014J,584509BBB2014J
6928,584539,-80.0,,BBB2014J,584539BBB2014J
6929,584595,-162.0,-17.0,BBB2014J,584595BBB2014J
6930,584664,-107.0,-30.0,BBB2014J,584664BBB2014J
6931,584733,-25.0,,BBB2014J,584733BBB2014J
6932,584864,-43.0,,BBB2014J,584864BBB2014J
6933,585074,-50.0,,BBB2014J,585074BBB2014J
6934,585762,-17.0,,BBB2014J,585762BBB2014J
6935,585963,-70.0,167.0,BBB2014J,585963BBB2014J
6936,586036,-77.0,,BBB2014J,586036BBB2014J
6937,586134,-58.0,,BBB2014J,586134BBB2014J
6938,586142,-162.0,,BBB2014J,586142BBB2014J
6939,586180,-37.0,,BBB2014J,586180BBB2014J
6940,586376,-122.0,,BBB2014J,586376BBB2014J
6941,586398,-113.0,12.0,BBB2014J,586398BBB2014J
6942,586502,-2.0,,BBB2014J,586502BBB2014J
6943,586516,-87.0,,BBB2014J,586516BBB2014J
6944,586561,-39.0,53.0,BBB2014J,586561BBB2014J
6945,586652,-151.0,,BBB2014J,586652BBB2014J
6946,586818,-70.0,,BBB2014J,586818BBB2014J
6947,587037,-95.0,187.0,BBB2014J,587037BBB2014J
6948,587054,-32.0,,BBB2014J,587054BBB2014J
6949,587434,-162.0,52.0,BBB2014J,587434BBB2014J
6950,587459,-143.0,,BBB2014J,587459BBB2014J
6951,587860,-157.0,,BBB2014J,587860BBB2014J
6952,588062,-63.0,12.0,BBB2014J,588062BBB2014J
6953,588166,-157.0,149.0,BBB2014J,588166BBB2014J
6954,588207,-22.0,,BBB2014J,588207BBB2014J
6955,588251,-155.0,,BBB2014J,588251BBB2014J
6956,588944,-94.0,,BBB2014J,588944BBB2014J
6957,588991,-25.0,,BBB2014J,588991BBB2014J
6958,589133,-60.0,,BBB2014J,589133BBB2014J
6959,589554,-87.0,,BBB2014J,589554BBB2014J
6960,589621,-162.0,,BBB2014J,589621BBB2014J
